"max_TimeGenerated [UTC]",OfficeObjectId,"Site_Url",SourceFileName
"4/8/2025, 7:22:43.000 AM","https://tikshuv.sharepoint.com/sites/TAYESET69/DocLib/עדכון 18.03.pdf","https://tikshuv.sharepoint.com/sites/TAYESET69/","עדכון 18.03.pdf"
"4/8/2025, 7:22:40.000 AM","https://tikshuv.sharepoint.com/sites/TAYESET69/DocLib/עדכון 15.02.pdf","https://tikshuv.sharepoint.com/sites/TAYESET69/","עדכון 15.02.pdf"
"4/8/2025, 7:22:40.000 AM","https://tikshuv.sharepoint.com/sites/TAYESET69/DocLib/עדכון 18.01.pdf","https://tikshuv.sharepoint.com/sites/TAYESET69/","עדכון 18.01.pdf"
"4/8/2025, 7:22:39.000 AM","https://tikshuv.sharepoint.com/sites/TAYESET69/DocLib/עדכון 14.12.pdf","https://tikshuv.sharepoint.com/sites/TAYESET69/","עדכון 14.12.pdf"
"4/8/2025, 7:22:39.000 AM","https://tikshuv.sharepoint.com/sites/TAYESET69/DocLib/עדכון 02.11.24.pdf","https://tikshuv.sharepoint.com/sites/TAYESET69/","עדכון 02.11.24.pdf"
"4/8/2025, 7:22:39.000 AM","https://tikshuv.sharepoint.com/sites/TAYESET69/DocLib/עדכון 15.03.pdf","https://tikshuv.sharepoint.com/sites/TAYESET69/","עדכון 15.03.pdf"
"4/8/2025, 7:22:39.000 AM","https://tikshuv.sharepoint.com/sites/TAYESET69/DocLib/עדכון 14.09.pdf","https://tikshuv.sharepoint.com/sites/TAYESET69/","עדכון 14.09.pdf"
"4/8/2025, 7:22:38.000 AM","https://tikshuv.sharepoint.com/sites/TAYESET69/DocLib/עדכון 01.03.pdf","https://tikshuv.sharepoint.com/sites/TAYESET69/","עדכון 01.03.pdf"
"4/8/2025, 7:22:33.000 AM","https://tikshuv.sharepoint.com/sites/TAYESET69/DocLib/עדכון 01.02.pdf","https://tikshuv.sharepoint.com/sites/TAYESET69/","עדכון 01.02.pdf"
"4/8/2025, 7:18:10.000 AM","https://tikshuv.sharepoint.com/sites/TAYESET69/DocLib/עדכון 20.7.pdf","https://tikshuv.sharepoint.com/sites/TAYESET69/","עדכון 20.7.pdf"
"4/7/2025, 7:33:25.000 PM","https://tikshuv.sharepoint.com/sites/TAYESET69/DocLib2/עדכון הסבה - קא״ז.pdf","https://tikshuv.sharepoint.com/sites/TAYESET69/","עדכון הסבה - קא״ז.pdf"
"4/7/2025, 7:33:20.000 PM","https://tikshuv.sharepoint.com/sites/TAYESET69/DocLib2/עדכון הסבה - הכנות לקא״ֿב - שבוע 19.pdf","https://tikshuv.sharepoint.com/sites/TAYESET69/","עדכון הסבה - הכנות לקא״ֿב - שבוע 19.pdf"
"4/7/2025, 7:33:18.000 PM","https://tikshuv.sharepoint.com/sites/TAYESET69/DocLib2/עדכון הסבה - בנ׳׳ז  - שבוע 22.pdf","https://tikshuv.sharepoint.com/sites/TAYESET69/","עדכון הסבה - בנ׳׳ז  - שבוע 22.pdf"
"4/7/2025, 7:32:42.000 PM","https://tikshuv.sharepoint.com/sites/TAYESET69/DocLib2/עדכון הסבה - אוויר קרקע - שבוע 21.pdf","https://tikshuv.sharepoint.com/sites/TAYESET69/","עדכון הסבה - אוויר קרקע - שבוע 21.pdf"
"4/7/2025, 7:31:28.000 PM","https://tikshuv.sharepoint.com/sites/TAYESET69/DocLib/עדכון שבועי 03.08.pdf","https://tikshuv.sharepoint.com/sites/TAYESET69/","עדכון שבועי 03.08.pdf"
"4/7/2025, 7:31:28.000 PM","https://tikshuv.sharepoint.com/sites/TAYESET69/DocLib/עדכון שבוע 26 (1).pdf","https://tikshuv.sharepoint.com/sites/TAYESET69/","עדכון שבוע 26 (1).pdf"
"4/7/2025, 7:28:18.000 PM","https://tikshuv.sharepoint.com/sites/TAYESET69/DocLib/‎⁨תדריך יום ג⁩.pdf","https://tikshuv.sharepoint.com/sites/TAYESET69/","‎⁨תדריך יום ג⁩.pdf"
"4/7/2025, 8:12:51.000 AM","https://tikshuv.sharepoint.com/information documents/Teams מדריך למשתמש המתחיל.pdf","https://tikshuv.sharepoint.com/","Teams מדריך למשתמש המתחיל.pdf"
"4/7/2025, 8:12:37.000 AM","https://tikshuv.sharepoint.com/information documents/מדריך למשתמש Teams.pdf","https://tikshuv.sharepoint.com/","מדריך למשתמש Teams.pdf"
"4/6/2025, 11:43:46.000 AM","https://tikshuv.sharepoint.com/sites/166833/Shared Documents/General/עדכון דצמבר 166 - חרבות ברזל.pdf","https://tikshuv.sharepoint.com/sites/166833/","עדכון דצמבר 166 - חרבות ברזל.pdf"
"4/4/2025, 3:23:01.000 PM","https://tikshuv.sharepoint.com/sites/TAYESET69/Shared Documents/CamScanner 2024-12-16 15.29.pdf","https://tikshuv.sharepoint.com/sites/TAYESET69/","CamScanner 2024-12-16 15.29.pdf"
"4/2/2025, 10:44:30.000 PM","https://tikshuv.sharepoint.com/sites/TAYESET69/DocLib3/Presentation.pptx","https://tikshuv.sharepoint.com/sites/TAYESET69/","Presentation.pptx"
"4/2/2025, 10:44:19.000 PM","https://tikshuv.sharepoint.com/sites/TAYESET69/DocLib/עדכון 31.8.pdf","https://tikshuv.sharepoint.com/sites/TAYESET69/","עדכון 31.8.pdf"
"4/2/2025, 10:44:18.000 PM","https://tikshuv.sharepoint.com/sites/TAYESET69/DocLib/עדכון 31.12.pdf","https://tikshuv.sharepoint.com/sites/TAYESET69/","עדכון 31.12.pdf"
"4/2/2025, 10:28:48.000 PM","https://tikshuv.sharepoint.com/sites/mahad.tovala/karnaf/DocLib4/__עדכון טכני - חופש גדול 2021.pdf","https://tikshuv.sharepoint.com/sites/mahad.tovala/","__עדכון טכני - חופש גדול 2021.pdf"
"4/2/2025, 10:25:11.000 PM","https://tikshuv.sharepoint.com/sites/msteams_7b778f/Shared Documents/לשכה/בנין כח/תשתיות/מתאר תשתיות מפקדת אלון מרץ 2024 לרען תכנון.pdf","https://tikshuv.sharepoint.com/sites/msteams_7b778f/","מתאר תשתיות מפקדת אלון מרץ 2024 לרען תכנון.pdf"
"4/2/2025, 10:18:33.000 PM","https://tikshuv.sharepoint.com/sites/166833/DocLib3/עדכון דצמבר 166 - חרבות ברזל 1.pdf","https://tikshuv.sharepoint.com/sites/166833/","עדכון דצמבר 166 - חרבות ברזל 1.pdf"
"3/31/2025, 11:47:01.000 AM","https://tikshuv.sharepoint.com/sites/msteams_7b778f/Shared Documents/נתונים, מידע וידע/משימת מתפנים צפון/מצגות בכירים/גרסאות ישנות/תוכנית ראשונית לטיפול במתפנים במלחמה - מסמך מלווה.pdf","https://tikshuv.sharepoint.com/sites/msteams_7b778f/","תוכנית ראשונית לטיפול במתפנים במלחמה - מסמך מלווה.pdf"
"3/31/2025, 11:39:49.000 AM","https://tikshuv.sharepoint.com/sites/MabalAvodot/Shared Documents/עבודות מב''ל מחזור נ'/ההשלכות הבלתי מכוונות של ה'סטארט אפ ניישן' על הביטחון הלאומי של ישראל.pdf","https://tikshuv.sharepoint.com/sites/MabalAvodot/","ההשלכות הבלתי מכוונות של ה'סטארט אפ ניישן' על הביטחון הלאומי של ישראל.pdf"
"3/31/2025, 11:38:51.000 AM","https://tikshuv.sharepoint.com/sites/msteams_274b5c/DocLib1/תשובות לבקשות חופש מידע/מענה-לבקשה-בנושא-בקשות-חופש-מידע-בצהל.pdf","https://tikshuv.sharepoint.com/sites/msteams_274b5c/","מענה-לבקשה-בנושא-בקשות-חופש-מידע-בצהל.pdf"
"3/31/2025, 11:31:38.000 AM","https://tikshuv.sharepoint.com/sites/100Yamim/DocLib9/הנגשת המידע - כנס (1).pdf","https://tikshuv.sharepoint.com/sites/100Yamim/","הנגשת המידע - כנס (1).pdf"
"3/31/2025, 11:18:42.000 AM","https://tikshuv.sharepoint.com/sites/mahad.tovala/karnaf/DocLib6/בסיסי/חשמל ודלק -1 CW פנים ארצי/1.24/תחקיר יום אימון 1 - 2024.pdf","https://tikshuv.sharepoint.com/sites/mahad.tovala/","תחקיר יום אימון 1 - 2024.pdf"
"3/31/2025, 11:17:20.000 AM","https://tikshuv.sharepoint.com/sites/mahad.tovala/karnaf/DocLib4/עדכון טכני פברואר 2024 סופי.pdf","https://tikshuv.sharepoint.com/sites/mahad.tovala/","עדכון טכני פברואר 2024 סופי.pdf"
"3/31/2025, 10:50:30.000 AM","https://tikshuv.sharepoint.com/sites/hespekei_tkifa/Shared Documents/עדכון תורתי/משא''ן מילואים/עדכון מספר לוח גיוס שחרור בימים אסורים.pdf","https://tikshuv.sharepoint.com/sites/hespekei_tkifa/","עדכון מספר לוח גיוס שחרור בימים אסורים.pdf"
"3/31/2025, 10:46:03.000 AM","https://tikshuv.sharepoint.com/sites/HackathonFinMAGs/Shared Documents/General/חומרי עזר/מסמכי ביקורת וסקירות על התקשרויות של המדינה/דוחות מבקר מערכת הביטחון ומבקר המדינה/2024-Shilton-001-HE.pdf","https://tikshuv.sharepoint.com/sites/HackathonFinMAGs/","2024-Shilton-001-HE.pdf"
"3/31/2025, 8:57:51.000 AM","https://tikshuv.sharepoint.com/sites/hespekei_tkifa/Shared Documents/עדכון תורתי/משא''ן מילואים/מדיניות הסגל בצהל - מינוי לקצינים - 2020.pdf","https://tikshuv.sharepoint.com/sites/hespekei_tkifa/","מדיניות הסגל בצהל - מינוי לקצינים - 2020.pdf"
"3/31/2025, 8:57:24.000 AM","https://tikshuv.sharepoint.com/sites/LOG-ANASHIM/Shared Documents/תכניות שירות/תוכנית חובה דור.pdf","https://tikshuv.sharepoint.com/sites/LOG-ANASHIM/","תוכנית חובה דור.pdf"
"3/31/2025, 8:55:33.000 AM","https://tikshuv.sharepoint.com/sites/hespekei_tkifa/Shared Documents/כללי/אוגדן תחקירי משא''ן/אוגדן תחקירי משא''ן - רבעון ב' 2020 (002).pdf","https://tikshuv.sharepoint.com/sites/hespekei_tkifa/","אוגדן תחקירי משא''ן - רבעון ב' 2020 (002).pdf"
"3/31/2025, 8:55:19.000 AM","https://tikshuv.sharepoint.com/sites/hespekei_tkifa/DocLib1/נוהל גיוס מעגל שני למשפחות נפגעים לצהל - אוג 19.pdf","https://tikshuv.sharepoint.com/sites/hespekei_tkifa/","נוהל גיוס מעגל שני למשפחות נפגעים לצהל - אוג 19.pdf"
"3/31/2025, 8:43:51.000 AM","https://tikshuv.sharepoint.com/sites/msteams_274b5c/DocLib2/תשובות לבקשות חופש מידע/בקשה-עם-מענה-33.pdf","https://tikshuv.sharepoint.com/sites/msteams_274b5c/","בקשה-עם-מענה-33.pdf"
"3/31/2025, 8:43:19.000 AM","https://tikshuv.sharepoint.com/sites/msteams_274b5c/DocLib1/תשובות לבקשות חופש מידע/מענה-לבקשה-בנושא-מיון-וקבלה-ליחדות.pdf","https://tikshuv.sharepoint.com/sites/msteams_274b5c/","מענה-לבקשה-בנושא-מיון-וקבלה-ליחדות.pdf"
"3/31/2025, 8:42:21.000 AM","https://tikshuv.sharepoint.com/sites/msteams_274b5c/DocLib2/תשובות לבקשות חופש מידע/מענה-לבקשה-בנושא-מיון-וקבלה-ליחדות.pdf","https://tikshuv.sharepoint.com/sites/msteams_274b5c/","מענה-לבקשה-בנושא-מיון-וקבלה-ליחדות.pdf"
"3/31/2025, 8:39:21.000 AM","https://tikshuv.sharepoint.com/sites/TAAZFILES/25/25-91.pdf","https://tikshuv.sharepoint.com/sites/TAAZFILES/","25-91.pdf"
"3/31/2025, 8:39:11.000 AM","https://tikshuv.sharepoint.com/sites/TAAZFILES/25/25-01.pdf","https://tikshuv.sharepoint.com/sites/TAAZFILES/","25-01.pdf"
"3/31/2025, 8:38:42.000 AM","https://tikshuv.sharepoint.com/sites/TAAZFILES/30/30-23.pdf","https://tikshuv.sharepoint.com/sites/TAAZFILES/","30-23.pdf"
"3/31/2025, 8:33:57.000 AM","https://tikshuv.sharepoint.com/sites/hespekei_tkifa/Shared Documents/כללי/סדיר/ספר ניהול משרד המשא''ן בשגרה - סדיר - אוקטובר 2021.pdf","https://tikshuv.sharepoint.com/sites/hespekei_tkifa/","ספר ניהול משרד המשא''ן בשגרה - סדיר - אוקטובר 2021.pdf"
"3/31/2025, 8:27:12.000 AM","https://tikshuv.sharepoint.com/sites/HackathonFinMAGs/Shared Documents/General/חומרי עזר/מסמכי ביקורת וסקירות על התקשרויות של המדינה/דוחות מבקר מערכת הביטחון ומבקר המדינה/2012-62-230-Sapanut.pdf","https://tikshuv.sharepoint.com/sites/HackathonFinMAGs/","2012-62-230-Sapanut.pdf"
"3/31/2025, 8:26:57.000 AM","https://tikshuv.sharepoint.com/sites/HackathonFinMAGs/Shared Documents/General/חומרי עזר/מסמכי ביקורת וסקירות על התקשרויות של המדינה/דוחות מבקר מערכת הביטחון ומבקר המדינה/h_302.pdf","https://tikshuv.sharepoint.com/sites/HackathonFinMAGs/","h_302.pdf"
"3/31/2025, 7:56:45.000 AM","https://tikshuv.sharepoint.com/sites/msteams_274b5c/DocLib1/19920901 - דף מידע משפטי גיליון מספר 42 בחודש ספטמבר 92 - מחלקת יעוץ וחקיקה.pdf","https://tikshuv.sharepoint.com/sites/msteams_274b5c/","19920901 - דף מידע משפטי גיליון מספר 42 בחודש ספטמבר 92 - מחלקת יעוץ וחקיקה.pdf"
"3/31/2025, 7:55:27.000 AM","https://tikshuv.sharepoint.com/sites/TAAZFILES/30/30-12.pdf","https://tikshuv.sharepoint.com/sites/TAAZFILES/","30-12.pdf"
"3/31/2025, 7:51:06.000 AM","https://tikshuv.sharepoint.com/sites/TAAZFILES/20/20-01.pdf","https://tikshuv.sharepoint.com/sites/TAAZFILES/","20-01.pdf"
"3/31/2025, 7:50:38.000 AM","https://tikshuv.sharepoint.com/sites/TAAZFILES/52/52-13.pdf","https://tikshuv.sharepoint.com/sites/TAAZFILES/","52-13.pdf"
"3/31/2025, 7:42:57.000 AM","https://tikshuv.sharepoint.com/sites/hespekei_tkifa/Shared Documents/כללי/אוגדן תחקירי משא''ן/אוגדן תחקירי משא''ן - רבעון ג' 2020.pdf","https://tikshuv.sharepoint.com/sites/hespekei_tkifa/","אוגדן תחקירי משא''ן - רבעון ג' 2020.pdf"
"3/31/2025, 7:42:44.000 AM","https://tikshuv.sharepoint.com/sites/hespekei_tkifa/Shared Documents/כללי/אוגדן תחקירי משא''ן/אוגדן תחקירי משא''ן - רבעון א' 2020.pdf","https://tikshuv.sharepoint.com/sites/hespekei_tkifa/","אוגדן תחקירי משא''ן - רבעון א' 2020.pdf"
"3/31/2025, 7:42:29.000 AM","https://tikshuv.sharepoint.com/sites/hespekei_tkifa/Shared Documents/כללי/אוגדן תחקירי משא''ן/אוגדן תחקירי דגל - סיכום שנת 2020 (002).pdf","https://tikshuv.sharepoint.com/sites/hespekei_tkifa/","אוגדן תחקירי דגל - סיכום שנת 2020 (002).pdf"
"3/31/2025, 7:41:24.000 AM","https://tikshuv.sharepoint.com/sites/hespekei_tkifa/Shared Documents/עדכון תורתי/משא''ן מילואים/שינויים תפיסתיים ותורתיים בתחום משאן מילואים- עדכון לשטח.pdf","https://tikshuv.sharepoint.com/sites/hespekei_tkifa/","שינויים תפיסתיים ותורתיים בתחום משאן מילואים- עדכון לשטח.pdf"
"3/31/2025, 7:40:10.000 AM","https://tikshuv.sharepoint.com/sites/hespekei_tkifa/Shared Documents/עדכון תורתי/משא''ן מילואים/חרבות ברזל/עתכא מילואים - מידיניות ריענון ורציפות תפקודית במשימות מבצעיות - עדכון מספר 7.pdf","https://tikshuv.sharepoint.com/sites/hespekei_tkifa/","עתכא מילואים - מידיניות ריענון ורציפות תפקודית במשימות מבצעיות - עדכון מספר 7.pdf"
"3/31/2025, 7:40:01.000 AM","https://tikshuv.sharepoint.com/sites/hespekei_tkifa/Shared Documents/עדכון תורתי/משא''ן מילואים/חרבות ברזל/הנחיה חיילית 23.pdf","https://tikshuv.sharepoint.com/sites/hespekei_tkifa/","הנחיה חיילית 23.pdf"
"3/31/2025, 7:39:43.000 AM","https://tikshuv.sharepoint.com/sites/hespekei_tkifa/Shared Documents/עדכון תורתי/משא''ן מילואים/חרבות ברזל/אירוע חריג מילואים.pdf","https://tikshuv.sharepoint.com/sites/hespekei_tkifa/","אירוע חריג מילואים.pdf"
"3/31/2025, 7:38:15.000 AM","https://tikshuv.sharepoint.com/sites/hespekei_tkifa/Shared Documents/עדכון תורתי/משא''ן  סדיר/אגרת ביזור הפסקת חסכון קופג עצמאי.pdf","https://tikshuv.sharepoint.com/sites/hespekei_tkifa/","אגרת ביזור הפסקת חסכון קופג עצמאי.pdf"
